hochdeutsch,bischemerisch
rn,frööchd
Rock,Rock
Rock,Rouck
Rock,Rouk
Rockschoss,Gere
roden,reude
roden,reut't
rodet,reut't
Rohr,Roar
Rolle,Role
rollen,rolle
Roma,Dsichainer
Roma,Zicheiner
Rosa,Rosele
Rose,Rö
Rose,Röösle
Rose,sle
Rose,ö
Rosenkranz,Rosegrands
rosig,rosich
rot,d
rot,o
rot,ro
rot,road
rot,rood
rote,roode
rote Masse,Rödl
Rotz,Rods
Rotz,Rouds
Rotz,Routs
Rotz,Routz
Ruf der Sautreiber,Husda
Ruf im Kinderspiel,Holiksi
rufen,e
rufen,f
rufen,ruf
rufen,ruufe
Ruff,Hüo
ruft,rufft
ruft,rüfft
ruft,rüft
ruft er ihm,rm
ruft er ihm zu,rm zu
Ruhe,h
Ruhe,Ru
Ruhe,Ruuh
Ruhestock,Rustock
ruhig,ruhich
rundherum,kringstrümm
rundlich,Knubberle
runter,er
runter,n
runter,na
runter,nun
runter,nunner
runter,runner
runterbekommen,noagebroocht
runtergebracht,noagebroocht
rupfen,ropfe
rupft,röpfd
Russen,Russe
Russen,Ruß'
Rute,Ruude
rutschen,rudsche
rutschen,rutsche
Rutschen,Rutscherlis
rutschig,rutschich
Rädchen,Rädle
Räuber,Räuwer
Räuber und Gendarm,Kinderspiel Räuwer unn Schandel
Räucheraal,Räucheroal
räudig,raydi
räudige,räudiche
Räute,Raude
Röcke,Rök
Röcklein,Rögle
Röcklein,Rökle
Röslein,Rö
Röslein,sle
Röslein,ö
rösten,rösde
Rübe,Rüwe
Rüben,Rüwe
rüber,rü
rüber,rüwwer
rüber,rüü
rüber,rüüwer
rüber,ü
rüber und hinüber,-nüü
Rücken,Bug
Rücken,Buggel
Rücken,g
Rücken,l
Rücken,Rücke
rückwärts,hinnerschi
rühren,rühre
rührt,rührd
rümm,Hinne
Rüssel,Rysl
Rüssel,Rüsl
S,Babblwasser
S,Borschde
S,boude
S,broddel
S,Buwespitzli
S,bääse
S,Dauwekröpf
S,Doannegassli
S,Doannehobbeli
S,dutt sich alli Gebott bekreuziche
S,Duuse
S,dümm
S,Eichebräu
S,ess Rädle kärrd
S,Fuchseschwenz
S,fäddi
S,Füssli
S,Gebibber
S,geschtribst
s,Gschaas
S,gschdenzt
S,Henne
S,Hennli
S,Herrgoddsklüpfeli
S,Herrgoddslichdli
S,Herrgoddsrüdli
S,Hoammbäff
S,Hoasenüssli
S,Hörzli
S,Jöddich
S,Kannzschoadl
S,Kindlisdrääg
S,Kisseli
S,Klöublismoache
S,Koores
S,Labb
S,Massich
S,Muddergoddeskisseli
S,Nunneförzli
S,Orschel
S,Oufekunze
S,Pföhl
s,Quätschelatwärche
S,Raubatz
S,Raudi
S,Reißer
S,Räff
S,Schienoos
S,schiffere
S,Schiffli
S,Schisserli
S,Schlapp
S,Schlawwerlabb
S,Schluri
S,Schoude
S,Schunke
S,Staffel
S,Stöpferli
S,Stöwwerkarre
S,suggel
S,Säuriweliskoupf
S,Süsse
S,unumwunne
S,verhonigeld
S,verzwazeld
S,Wädderkühl
S,zuu's
S,Öpfelgieg
S,Öpfelzwiere
Saat,Soat
Saat,Soot
Saat,Sot
sachdi,sachdi
Sache,Sach
Sache,Soach
Sachen,Sache
Sachsen,Sogse
Sack,Saak
Sack,Soagg
Sack,Sook
Sackhüpfen,Saakhopfe
Sacktuch,Saakduuch
Saft,Saft
Saft,Soaft
saftig,saftich
sag,soach
sage,saach
sage,soach
sagen,saache
sagen,soache
sagen,soche
Sagenfigur,Patrismännle
sagenhaftes Haus von Dieben im Forst,Langfingerlis Hof
sagst,seichst
sagst,sejchst
sagst,seychst
sagt,seicht
sagt,sejcht
sagt,seycht
sagt,soacht
sakrament,sabrement
Salat,Dsuloat
Salat,Seloat
Salatstengel,Doersche
Salbe,Salwe
Salve,Salwe
Salz,Salz
Salz,Soalds
Salz,Soalz
Same,Some
Samen Verniedlichungsform,Sömle
sammeln,sammle
Samstag,Samstig
Sand,Sand
Sand,Sont
sanft,sachdi
sanft,soampfd
sanft,sompft
sapperlott,sabberlott
Sarg,Sarch
Satan,Sidjan
satt,soat
Sattel,Sodl
Satz,Satz
Satz,Soatz
Satz,Sods
Sau,Säule
Sau Verniedlichungsform,Sayle
Sau Verniedlichungsform,Säule
saubere,sauwri
Sauerampfer,Sauerhoampfer
sauere,sauri
Sauerkirschen,Waigselder
Sauerkirschen,Weichselder
Sauerkraut,Sauerkraud
Sauertaug mischen,aimere
Sauerteig,Mere
saufen,saufe
saugen,zülle
Sauhammel,Sauhoomel
Sauschwaben,Sauschwowe
Schachdel,Säuriweliskoupf
schad,schoad
schade,schad
schade,schoad
Schade,Sot
Schaden,Schoade
schaden,schoade
Schaden,Schode
schadet,schat
Schaf,f
Schaf,Schof
Schaf,Schoff
Schaf,Schoof
Schafe,f
Schafe,Schof
Schafe,Schöf
Schaffen,e
schaffen,e
Schaffen,f
schaffen,f
Schaffen,Schaf
schaffen,schaf
Schaffen,Schaffe
schaffen,schaffe
Schafgarbe,Schofgarwe
Schafhammel,Pekr
Schafmaulsalat,Schoffmäulisseloat
Schalk,Fogedifes
Schalmei aus Rindenhaut von Hasselnusszweign,Huppestengel
schalt,schellt
Schalter,Schalder
Schande,Schan
Schande,Schann
Schandel,Gendarm
scharf,schaarpf
scharf,scharpf
scharf,schoarpf
scharf,schorpf
Scharfrichter,Schorpfrichtr
scharren,schare
Schatten,m
Schatten,Schadde
Schatten,Schaddem
Schatten,Schodem
Schatz,Schads
Schatz,Schoatz
schaue,guck
schaue,gug
schauen,glodse
schauen,gucke
Schauen,Gucke
schauen,guge
schauen,guucke
Schaufel,Schoufl
schaukeln,hose
schaukeln,schoggeln
Schaukelpferd,Schoggelgaul
schaut,glotzt
schaut,guckt
schaut,gugt
schaut er,gugt'r
scheckig,schegi
scheckig,schegich
scheckig,schegit
Scheckige,Scheck
scheckiges Pferd,Scheck
scheckiges Pferd,Scheckle
scheel,schel
Scheere,Schere
Scheibe,Schaiwe
Scheibe,Schaywe
Scheibe,Scheiwe
Scheiben,Scheiwe
Schein,n
Schein,Schai
Schein,Schei
Schein,Schej
scheinbar,schejboar
scheinen,scheine
scheinen,schejne
scheint,schejnd
scheint es,scheins
Scheitan,Sidjan
Schelle,Schele
Schellen mit denen am Karfreitag statt der Glocken geläutet wird,Glabern
schellt,schelld
schelten,schelde
schemer Bösi Buwe,Büschmerisch geschrieben von Hugo Pahl in Bi
Schenkel,e
Schenkel,l
Schenkel,Scheng
schenken,schenke
schenken wir ihm einen,schenke mer'm an Sorchestuhl
scher,schäär
scher dich,Säuriweleskoupf
Scherben,Schärwe
Schere,re
Schere,Scher
Schere,Schä
schere,schäär
Schere,ä
scheren,schääre
Scherz,spaß
scheu,schäu
Scheune,Schayern
Scheune,Scheure
schieben,schiewe
schieben,schogle
schief,scheb
schief,schebs
schief,schief
schief,schäbb
schiefer,scheber
Schiefer,Schifer
schielen,schilche
schielen,silche
schier,r
schier,scher
schier,schä
schier,schär
schier,schärr
schießen,schise
Schießen,Schisse
Schiff,Schiff
Schilfrohr,Dege
Schilfrohr,Deke
schillern,schillere
schillert,schillerd
Schimmel,Schiml
schimmeliges Riechen von Heu,mügse
schimmeliges Riechen von Heu,mükse
Schimmelreiter,Schimmelisreider
schimpfen,schenne
schimpfen,schimpfe
schimpfen,schänne
Schimpfname,Kniebööhrer
Schimpfname,Lüücheseggl
Schimpfname,Seggl
Schimpfname für alte Frau,Peile
Schimpfname für Frau,Gaaß
Schimpfname für Jungen,Kröidebuwe
Schimpfname für Mädchen,Kröüt
schimpft,schennt
schimpft,wädderd
Schimpfwort,Dabes
Schimpfwort,Dambes
Schimpfwort,Dunnerwedder
Schimpfwort,Gosch
Schimpfwort,noo amool
Schimpfwort,Schnadergosch
Schimpfwort,Spitz
Schimpfwort für Kinder,Kröidebuwe
Schimpfwort für umgehende Spuk,Stützescheißer
Schindaas,Schienoos
Schindaas,Schinos
Schindel,Schindl
schinden,e
schinden,n
schinden,schin
schinden,schinne
Schinder,Schinner
Schinderklinge,Schinnersklinge
Schindershütte,Schinershyde
schindet,t
Schinken,Schinke
Schinken,Schunke
Schinkenpfannenkuchen,Schinkepfoannekuchen
Schippe,Schibb
Schirm,Schärm
Schiss,Schis
Schlachten,Metzle
schlachten,schlachde
Schlachten,Schlachte
Schlachten,schäft
Schlachtengewühle,Schlachteg'wühl
Schlachtengewühle,wühl
schlachtet,schlacht
Schlacks,Lagel
Schlaf,f
Schlaf,o
Schlaf,Schlo
schlaf,schloof
Schlaf,Schloof
schlafen,schloffe
Schlafen,Schloffe
schlafen,schloofe
Schlag,Schloach
schlage,schlaach
schlage,schloach
schlagen,schlaache
schlagen,schloache
Schlappen,b
Schlappen,e
Schlappen,Schlab
Schlappen,Schläbbli
schlecht,schlächd
schlecht,schläächt
schlecht schmecken,bögsle
schlechter,schlechder
schlechter Tabak,Stinkadores
schlechtes,chds
schlechtes,schlä
Schlechtes,Schlächts
schlechtes,schläächds
schlechtes,ä
schlecken,schlege
Schlegel,Schleichel
Schlegel,Schlejchel
Schlehen,Schleh'
Schlehen,Schlehe
Schleife,Schlayfe
schleifen,schlafe
schleift,schlaffd
schleift,schlafft
Schleim,Schlaym
Schleim,Spatze
Schleiße,Schlaaß
schließen,schließe
schließen,schlise
schließlich,schließlich
schließt,schlisst
schließt,schlißt
schlimme,schlimmi
Schlitten,Schlidde
Schlitten,Schlitte
Schlitten fahren,Schlittefoahre
Schlitz,Schlids
Schloss,Schloss
Schloss,Schlouss
Schlossersberg,Schlossersberch
Schlot,Schlood
Schlot,Schloot
Schloß,Schlous
schlucke,schluck
schlucken,schlucke
Schlucken,Schlucke
Schlund,Schluunk
schlupfen,schlupfe
Schläfchen,Schlöfle
schläfrig,ch
schläfrig,schlööfri
schläfrig,schlööfrich
schläft,dööst
schläft,schlöfft
Schläge,Schleich
Schlägel,Schlejchel
schlägst,schleichst
schlägst,schleychst
schlägt,schleicht
schlägt,schlejcht
schlägt,schleycht
schlägt,schläächd
schlägt er,r
Schlückchen,Schlückle
schlüpfen,schlupfe
Schlüssel,Schlüssel
Schlüssel,Schlüusl
schmal,schmool
Schmalz,Schmoalz
Schmalz,Schmoulz
schmalzen,schmaldse
schmatzen,schmatze
schmatzt,schmatzd
schmecken,e
schmecken,g
schmecken,schmag
schmecken,schmecke
schmeckt,schmackt
schmeckt,schmaggd
schmeckt,schmäggt
schmeckt da,schmackt'm
schmeckt es,schmäggt's
schmeissen,schmeisse
Schmeiß,Schmaaß
schmeiß,schmaaß
schmeißen,schmaise
Schmerz,Schmärz
Schmerzen,Schmärze
Schmetterlinge,Schmädderling
Schmiede,Schmide
Schmiere,Schmier
Schmiss,Schmis
Schmutz,Schmutz
schmutzig sein vom Charakter her,schoufl
schmäler,schmöler
Schnabel,Schnawwel
Schnabel,Schnoowl
Schnabel,Schnäwwele
Schnacke,Schnocke
Schnake,Schnoge
Schnaken,Schnöggli
schnappen,b
schnappen,e
schnappen,schnab
schnappen,schnabbe
schnappen,schnebe
Schnapps,Schnoabs
Schnaps,Schnabs
schnarchd,Schnaggelfett
Schnattermund,Schnadergosch
schnattern,schnadere
schnattert,schnaderd
Schnaufen,Hüsterle
schnaufen,schnaufe
Schnecke,Schnege
Schnecke,Schnegge
Schnecke,Schnägge
Schnecken,Schnägge
Schneckennudel,Schnäggenudel
Schnee,Schne
Schnee,Schnee
Schneebälle,Schneebäll
Schneemann,n
Schneemann,Schneemoo
Schneemannmachen,Schneemoannmoache
schneid,i
schneide,schneid
schneiden,schneide
schneiden,schneidst'n
schneidest,schneidst'n
schneidest du ihn,schneidst'n
schneidet,schneid't
schneidet,schneidt
schneidet,t
Schneidheben,Schniedhäbbe
Schneidwerkzeug der Häcker,Häbbe
schneien,schnaye
schnell,Gnalefal
schnell,hordle
schnell,hordli
schnell,hortli
schnell,schnell
schnell er,schnell'r
Schnellkügelchen,Gliger
Schnellkügelchen,Klicker
Schnellkügelchen,Klickerlisspiel
Schnepfendreck,Schnäpfedräck
Schnitt,Schniit
Schnitz,Schnids
schnitzen,schnitze
schnitzen,schnnitze
Schnupfen,Schnube
Schnupfen,Schnupfe
Schnupftabak,Schnupfdewoak
Schnupftuch,Routsduuch
Schnur,Schnuor
Schnur,Schnuur
schnurren,schnorre
schnurrt,schnorrd
schnurstracks,schnurstroacks
Schnäbelchen,Schnäwwele
schnüffelt,schnuffert
schocken,schoge
Schokolade,Schokload
Scholle,Schole
Schollenbeisser,Schollepaiser
schon,scho
schon,scho'
schon das,s
schon einmal,schoml
schon Jahre lang,johrelongk
schon lange her,funlangwärteer
schonen,schone
schonen,schoone
Schoppen,Schobbe
schoren,r
schoren,re
schoren,scho
Schorle Wein,Schorlemorle
Schornsteinfeger,Schlootfäächer
Schoß,Schooß
Schragen,Schrache
Schragen,Schroache
Schrank,Schronk
Schraube,Schrauwe
Schrauber,Schrauwer
Schraubstock,Glamern
Schraubstöcke,Glamere
Schreck,Schreck
Schreckgestalt,Bouds
Schreckgestalt,Bouz
Schrei,Schraa
schreiben,schraibe
schreiben,schraiwe
schreiben,schreibe
Schreiben,Schreiwe
schreiben,schreiwe
Schreiber,Schreiwer
Schreibpapier,Schreibbabier
schreibt,schreiwd
schreien,schraae
schreien,schreie
schreit,gilft
Schritt,Schried
Schritt,Schriit
schrubben,schrubbe
schräg,schreich
schräg,schräch
Schubkarren,Schubkarre
Schuh,Schuuh
Schuhbendel,bennel
Schuhbendel,h
Schuhbendel,Schu
Schuhe,h
Schuhe,Schu
Schuhe,Schuk
Schuhwichse,Schuh
Schuhwichse,wichs
Schuld,Schull
schuldig,schyli
schuldig,schüli
Schule,l
Schule,Schu
Schule,Schul
Schule,Schuul
Schule,u
Schuster,Schusder
Schuß,Schus
Schwaben,Schwowe
Schwabenland,Schowelendle
Schwabenland,Schwowelendle
schwach,atermelit
schwach,schwoch
schwacher,schwocher
schwacher Mensch,Grundzefixler
Schwachheiten,Maläste
Schwager,Schwocher
Schwalben,Schwalme
Schwamm,Schwam
Schwamm,Schwamm
schwanken,dörgle
Schwanz,Schwonds
Schwanz,Schwoonz
Schwarm,Schwurem
Schwarte,Schwarde
Schwartenmagen,Schwardemoache
schwarz,schwarz
schwarz,schwoarz
schwarz,swoarz
schwarz versengte,schwoarzversengdi
schwarze,schwoarzi
schwarzer,schwardser
schwarzer,schwoarzer
schwatzen,bable
schwatzen,bebbere
schwatzen,bebbern
schwatzen,schwedse
schweben,schweebe
schweben,schwäbe
schwebt,schweebd
schwebt,schwäbt
Schwede,Schwed
Schweden,Schwede
Schwefel,Schweefl
schweigen,schweige
Schwein,Butzelsau
Schwein,Buzzel
Schwein,Buzzelsau
Schwein im Kindermund,Buzzel
Schweinberg,Schwameri
Schweinberger,Schwamermer
Schweine,Säuli
Schweinespeck,Schweinespääk
Schweinsblase,Säubloose
Schweiß,Schwaas
Schweiß,Schwaass
schwellen,schwelle
schwemmen,schweme
schwer,r
schwer,schwear
schwer,schwer
schwer,schwä
schwer,schwäär
schwer,ä
schwere,schwäri
schwere,schwääre
schwerer,schwärner
Schwester,Schweschder
Schwester,Schwestr
Schwesterchen Verniedlichungsform,Schwesterle
Schwestern,Schwestre
schwierig,schwer
schwimmen,e
schwimmen,m
schwimmen,schwim
schwimmen,schwimme
Schwindel,Schwinl
schwindelt,schwinlt
schwindlig,schwingelid
schwindlig,schwingelit
schwitze,schwitz
schwitzen,schwitze
Schwulie,Schwoweseggl
Schwänzchen,Schwenzle
Schwänze,Schwends
Schwänze,Schwenz
Schwätzchen,Gebatsch
Schädel,Schedl
Schädel,Schädele
Schäfer,Schefer
schälen,schejle
schälen,schejlt
Schälkartoffeln,Schejlkardoffel
schält,schejlt
schämen,scheme
schätze,schätz
Schätze,Schätz
schäumen,schayme
Schöffe,Schöf
schön,n
schön,schee
schön,schö
schön,schöö
schön,ö
schöne,i
schöne,n
schöne,schön
schöne,schönne
schöne,schönni
schöner,schönner
Schöneres,Schönners
Schönes,Schönns
schönste,schöndst
schönste,schönnst'
schönste,schönnste
schöpfen,schöpfe
Schöpfer,Schöpfr
Schüler des Gymnasiums,Studentli
schüre,schyer
schüren,schyre
schüren,schyyre
Schüsse,Schys
Schüssel,Hoaf
Schüssel,Schü
Schüssel,sl
Schüssel,ü
Schüssel und Krug,Lafoor
Schüssel und Krug,Waschlafoor
Schüt,Schüüt
Schütt,Schüüt
schütteln,schüddle
schütteln,schüttle
schüttelst,schüddelsd
schüttelst,schüddelst
schüttelt,schüddld
schütten,schyyde
schütten,schüdde
schütten,schüüde
Schütze,Schütz
Schützen,Schütze
schützen,schütze
Schützengraben,Schützegrääwe
Schützengräben,Schützegrääwe
Sebastian,Basl
Sebastian,Basn
sechs,sechs
sechs,segs
sechs Uhr,segsi
sechsunddreißig,sechsedreissich
sechsunddreißig,segsedreissich
sechzehn,sechdse
See,Se
See,See
Seele,e
Seele,Seel
Seele,Sel
Segel,Segel
Segen,Seeche
Segen,Sääche
Segenswunsch,Säächenswuunsch
segnet,sächent
segnet,säächend
seh,sääh
sehe,säh
sehen,sehe
sehen,sene
sehen,säe
sehen,säh
sehen,sähe
sehen,säähe
sehen wir,mer
sehr,sehr
sehr,ser
sehr dick,waryldik
sehr fett,schnaggelfett
sehr guter Esser und Trinker,Küffle
sehr hart,bobbelhard
sehr müde,hundskrach
sehr satt,diggset
sehr steif,boukragrsdaif
seht,säht
seht ihr,r
seichten,seichde
seid,seids
seiden,saidi
Seife,Saaf
Seife,Saafe
Seife,Safe
Seife,Saffe
Seife,Sejfe
Seifenblasen,Seifebloose
Seifenblasen,Seifebloosefliechelosse
Seifenkraut,Saffekraud
Seil,a
Seil,l
Seil,Raaf
Seil,Sa
Seile,Sääl
sein,n
sein,sai
sein,sain
Sein,Sain
sein,sei
sein,seine
sein,sej
sein linkes Bein,sej links Baon
seine,saine
seinem,seim
seinem,sej'm
seinem,sejnem
seinen,sein
seinen,seine
seinen,sejn
seinen,sejne
seiner,seinerer
seiner,sejne
seiner,sejner
seit,san
seit,seid
seit,seit
seitdem,siderdem
Seite,Seide
Seite,Seit
Seiten,Seide
Seitengewehr,Sawl
seither,seithär
Sekunde,Sekund
selbander,dsebanert
selbander,dsepanrt
selber,selwer
selber,selwerst
selber,selwert
selber sein,s
selbers,selwerst
selbstverständlich,selbstverständli
selig,selich
seligen,seelchen
seliger,seelche
Seligkeit,Seelichkeit
Sellerie,Dseleri
selten,seld
selten,selt
seltener,seld
seltener,selt
Senf,Sempft
senn,hott
Sense,Sendse
Sense,Senns
Sensenwurf mit Auffanggestell,Bladse
Sepp,Sebbl
Sepp,Säbb
September,September
Serben,Särwe
setze,setz
setzen,sedse
setzen,setze
Shoppen,Ej
Shoppen,kaaf
Shoppen,n
si,a jedem dunn
si,drücke
si,dunn
si,gehen
si,host
si,hott
si,iss
si,loß
si,merr
si,sejcht
si,spiele
si,wi
si,woas
sich,sich
sich,siech
sich ausbreiten,braat't
sich beeilen,dumle
sich begatten,ramle
sich besonders gut anziehen,Stoat mache
sich ein Stück Vieh zur Arbeit ausleihen,gegmeert
sich ein Stück Vieh zur Arbeit ausleihen,gmeere
sich heimlich aneignen,aidsame
sich jähren,jöre
sich regen,mugse
sich regen,rejche
sich unterhalten,gebabbeld
sich zanken,gilfere
Sichel,Sichl
Sichelmesser,-Hack
sie,sann
sie,se
sie,si
sie ist eine unordentliche,sie iss ä Schlapp
Sieb,Dinglraider
sieben,siewe
sieben,siiwe
siebente,sibt
siedeheiß,sithaas
sieden,side
Sieg,Siech
siehe Bischemer Böse Buwe,Häuser häär
siehe Buwespitzli,Stöpferli
siehst,sihst
siehst,sist
sieht,sit
Silber,Silwer
Silberbrünnle,Silwerbrünnle
silbrig,silwri
sind,n
sind,san
sind,sann
sind,semmer
sind,sen
sind,senn
sind,sinn
sind,sänn
sind da,sann doo
sind es,s
sind wir,mer
singen,singe
singt,singd
Sinti,Zicheiner
sitze,sitz
sitzen,sidse
Sitzen,Sitze
sitzen,sitze
sitzen,sätze
sitzt,hockd
sitzt,sitzd
Sitzung,Sidsing
Slowake,Schlawak
Slowake,Slawak
so,esou
so,so
so,sou
so beschaffen,soder
so eine dünne Geiß,sou ä dünne Gaaß
so einer,re
So habe ich es selber,'s selwer
so hat man es,s
so reibt man ihn ein,n ej
so siehst das Feld gewiss,'wiiß
Socken,Socke
soeben,awl
soeben,awweil
soeben,awwell
soeben,s
"soeben, eben, jetzt, all die Weil",awwell
sofort,alsepal
sogar,zegaar
sogar,zegoar
Sohle,Suhle
Sohn,Buu
Sohn,Suhn
solange,soulong
solch,soder
solche,soddi
solche,soodi
solcher,sottr
solches,soddi
solches,sotts
Soldat,Soldoat
Soldätchenspiel,Soldedlis
soll,söll
soll,söllte
soll er es tun,solersdune
soll man,söll mer
sollen,solle
sollen,sölle
sollen ihn,söllen
sollt,söllt
sollte,söllt
sollte es,s
Sommer,Sumer
Sommer,Summer
Sommerapfelbäume,Summeröpfelboam
Sonne,Sune
Sonne,Sunn
Sonne,Sunne
Sonnenschein,Sunneschej
Sonnenschirme,Sunneschärm
Sonntag,Sunndoach
Sonntag,Sunntig
Sonntags,Sunndoachs
Sonntagsessen,Sunndoachsesse
Sonntagshut,Sunndoachshut
Sonntagskleider,Sunndoachsklaadli
Sonntagskleider,Sunndoachsklaadr
Sonntagsstaat,Sunndochsstoat
sonst,esundst
sonst,sundst
sonst,sunst
sonst,sust
sonsten,sunsten
Sophie Verniedlichungsform,Sofer
Sorge,Soarch
Sorge,Sorch
Sorge,Sorche
Sorge,Sörich
sorgen,soarche
sorgen,sorche
Sorgen,Sorche
sorgfältig,a
sorgfältig,gna
sorgfältig,p
sorgt,sorcht
Sorte,Sorde
soweit,soweid
Soße,Soos
Soße,Souss
Span,Schbo
spannen,schbane
spannen,spanne
spannt,spannd
spare,spoar
sparen,spaare
sparen,spoare
sparen,spoore
Spargel,Sparchel
Sparkasse,e
Sparkasse,Spoargass
Sparren,Schbare
spart,spoart
Spassiges,G'schpassis
Spassiges,G'schpässli
spaten,r
spaten,re
spaten,scho
Spaten,Schoore
Spatz,Schbads
Spatzen,Spatze
spaziere ich mal,-mool
spazieren,spaziere
Spaß,Schbaß
Spaß,spaß
Speck,Schbek
Speck,Spääk
speckig,schbegit
speien,schbadse
speien,spatze
speisen,acheln
speist,acheld
speit,spatzt
speit aus,spatzd
Sperre,Spärre
sperren,spärre
sperrt,spärrt
spicken,spicke
spickt,spickd
Spiegel,Schbichl
Spiegel,Schpiegel
Spiegel,Spichl
spiegeln,spichle
Spiel mit den Schnellkügelchen,Gligerlisspiele
Spiel mit Murmeln,Gligerlisspiel
Spiel mit Murmeln,Klickerlisspiel
spiele,Faongerlis
spielen,schbiele
spielen,spiele
Spielen,Spiele
Spieß,Schbis
Spinat,Schbinoat
Spindel,Dendser
Spinne,Schbine
spinnen,schbine
Spinnrad,Spinnroad
Spital,Spitoal
Spitname für einen Stockgänger,Stöcklein
Spitzbube,Spitzbu
spitze,spitz
spitzig,schpitzich
spitzig,spitzich
spitzige,schpitziche
spitzige,schpitzichi
Spitzname,Bauchzet
Spitzname,Böörnd
Spitzname,Fiff
Spitzname,Fitzer
Spitzname,Galchesäbb
Spitzname,Housesäbb
Spitzname,Hähää
Spitzname,Klouwe
Spitzname,Kätterle
Spitzname,Küffle
Spitzname,Naaz
Spitzname,Phibs
Spitzname,Quätschichschorsch
Spitzname,Schlingo
Spitzname,Schorschle
Spitzname,Schwäbb
Spitzname,Steckedoni
Spitzname,Stoamärtle
Spitzname,Stoangekasber
Spitzname,Struwi
Spitzname für die Lehrer des Gymnasiums,Schiffer
Spitzname für Dienstädter,Schinker
Spitzname für einen,Karregelde
Spitzname für einen,Knäbber
Spitzname für einen,Knäudl
Spitzname für einen,Lättle
Spitzname für einen,Röhre
Spitzname für einen,Stoampfer
Spitzname für einen,Ströhle
Spitzname für einen Briefträger,Nüchderle
Spitzname für einen Getränkehändler,Flaschle
Spitzname für einen mit einer großen Nase,Zinkemichel
Spitzname für einen runden,Knubberle
Spitzname für jemand,Schollehubser
Spitzname Gymnasium,Schiff
Spitzname Lehrer Gymnasium,Göö
Spitzname S,Malchus
Spitznamen für einen,Schienensäbb
Spitznamen für einen klein geratenen Quicklebendigen,Pförzle
Spitznamen für einen philosophierenden Büschemer,Sejfeblase
Sport,Schbort
Spottname der Königheimer,Kaneschodl
Spottname für jüdische Frau,Jüüdepeile
Spottname von Kindern für Anna,Anelepotanele
Spottvers,Schnäpfedräck
Sprache,Schbroch
Sprache,Sprooch
Sprait,Schbraat
Sprait,Spraad
Sprait,Spraat
sprechen,babbeln
Spreißel,Schpreisl
spricht,babbeld
springen,springe
springt,springd
spritzen,schbredze
spritzen,schpretze
spritzen,spretze
Spritzer,Schbredzer
Spritzer,Schpretzer
spritzig ist,Pförzle
spritzt,spretzt
Sprosse,Schprusl
Sprossentreppe,Latrn
Spruch,Spruuch
Sprung,Schbrunk
Sprung ins Wasser mit Händen und Kopf voran,Köpfer
spröde,schprö
sprödes Zeug,schprös tseuch
Sprüche,Sprüch
Sprünge,Schbrüng
Spucke,Schbadsich
Spucke,Schpatzich
Spucke,Spatze
Spucke,Spatzich
spucken,schpatze
spucken,spatze
spuckt,spatzd
spuckt,spatzt
spuckt aus,spatzd
Spuk,Ümgehner
Spukgestalt,Patrismännle
Spukhaft umgehende Gestalt,Ümgehner
Sputum,Schbadsich
Späne,Schbö
Spänebrenner,Schböbrener
spät,schböd
spät,schböt
spät,schpoot
spät,spoat
spät,spöt
spät,spööt
später,schböder
Spätjahr,Spötjohr
Spätjahr,Spöötjohr
Spätzle auf fränkisch gschabt,Riwwele
Späßchen,Spässle
spült er,spült'r
spüren,schbyyre
spürt es,spürt's
Staat,Stoat
Stab,Schdege
Stadt,Schdadt
Stadt,Stoad
Stadt,Stoadt
Stadtpfarrer,Stadtpfarr
Stadtteil im Osten,Schlacht
Staffel,Schdafl
Stall,Schdol
Stall,Staal
Stall,Stoal
Stall,Stoall
Stamm,Schdamm
Stamm,Stoamm
Stammberg,Schdambärich
Stammberg,Stoammberch
Stammbergswald,Stoammberchswoald
stampfen,stoampfe
Stampfer,Stoampfer
Stand,Stoond
Stange,Schdang
Stange,Stengle
Stange,Stoange
Stangenkasper,Stoangekasber
stark,schdark
stark,stoarik
stark,stoark
starker,stoarker
Station,Statiönle
statt,stoatt
Staub,Staab
staubicher,staabicher
staubig,staabich
staubt,staabt
Stauche,Schdaicherle
staune,staun
staunt,staund
stechen,schdeche
stechen,steche
Stecher,Giegser
Stechfliege,Breme
Stecken,Schdege
Stecken,Schdigl
stecken,stecke
Stecken,Stecke
Stecken,Stäcke
Stecken,Stägge
stehe,steh
stehen,schde
stehen,schdene
stehen,schtehe
stehen,steh
stehen,stehe
stehen,stehn
stehen,stehne
stehen,stenn
stehlen,klaue
stehlen,schdeele
stehlen,stiwidse
stehst,schdest
steif,schdayf
steif,sdayf
steif,steuf
steifen,steufe
Steig,Stejch
Steige,Stejch
steigen,steiche
steigern,schdaiche
steigt,steicht
steilen,steile
Stein,n
Stein,Schda
Stein,Staa
Stein,Stoa
Steinbach,Schdaboach
Steinberg,Stoammberch
Steine,Staan
Steinfurt,Schdafert
Steinriegel,Stoarassel
Steinschleuder,n
Steinschleuder,schleuder
Steinschleuder,Stoa
stell,i
Stelle,Stell
stelle,stell
stellen,schtelle
stellen,stelle
stellt,stelld
steppen,schdebe
Ster,Steer
sterben,schdärwe
sterben,stärbe
Sterben,Stärbe
stet,staat
stetig,steedich
Steuer,Stäuer
Stich,Stiich
Stickel,Schdigl
Stickel,Stiggl
Stiefel,Schdiffel
Stiefel,Schdiifel
Stiefel,Stiffel
Stiefel,Stiffele
